places,state,type,rating,description,best_time_to_visit,avg_accommodation_cost/day(Rs)
Simlipal National Park,odisha,Adventure,4.5,"Reflecting the natural beauty of an era gone by, Simlipal National Park is in a beautiful and scenic town in Odisha. Situated in Mayurbhanj, it once used to be a hunting ground for the rulers of the province. Simlipal is the largest wildlife sanctuary in India and is also considered as one of the pr...",March to June,3797.06
Baripada,odisha,Historical,4.2,"At a distance of 248km from Kolkata and 256km from Bhubaneshwar, Baripada is a city, recognised by its beautiful culture and an essence of purity in nature. Its Rath Yatra is considered the biggest and oldest after Puri and thus Baripada is also known as Dwitiya Srikhetra (Second Puri)","May to June, September to October",3775.55
Rourkela,odisha,Historical,3.7,"Surrounded by hills and rivers, the city of Rourkela is located in the state of Odisha. Popularly called as the 'Steel City of Odisha' and Ispat Nagar, it is one of the first cities of the country to become commercialized for steel production.  Rourkela’s natural positioning in the lap of natur...","May to June, September to October",2210.52
Berhampur,odisha,Historical,4.2,"Berhampur, also known as Brahmapur is known as the home of Lord Brahma and is usually known as the silk city- the city which is famous for the lustrous ikkat silk sarees in different colours and patterns.","April to June, September to November",3403.66
Jeypore,odisha,Historical,4.0,"Jeypore, also spelled Jayepore, is a large city in the state of Odisha and is famous for its fresh water lakes, waterfalls and valleys. Jeypore is home to about 62 affiliated communities such as Gond, Dhruba, Paraja, Koya.","May to June, September to November",7044.13
Dhauli,odisha,Historical,4.0,"Dhauli is a small town 8 Km away south of Bhubaneswar, located on the bank of river Daya and holds great significance for the followers of lord Buddha. Dhauli is said to be the witness of the reform of Ashoka's character.",May to October,2968.36
Rayagada,odisha,Adventure,3.5,"Rayagada is a district in Odisha with a rich history and a distinct culture which has, over the years, mingled with the local tribal culture. This district has many historical places to visit and is known for its cuisine, crafts and handmade products.","April to June, September to December",7479.0
Chilika Bird Festival,odisha,Adventure,3.5,The Chilika Bird Festival is an annual celebration timed to coincide with the majestic congregation of 10 lakhs winged visitors representing 200 species at Mangalajodi during the winters in Odisha. This unique event allows participants to immerse themselves in the rich auditory tapestry created by t...,Throughout the year,3797.06
Putsil,odisha,Adventure,3.5,"Putsil, a serene village nestled in Semiliguda Tehsil, Koraput District, Odisha, India, is situated 31 km south of the district headquarters Koraput and approximately 425 km from the state capital, Bhubaneswar. It shares its borders with Sunabeda Tehsil to the north, Pottangi Tehsil to the east, Nan...",September to June,3797.06
Solapur,odisha,Historical,4.2,"Solapur, situated in the Bhandaripokhari Tehsil of Bhadrak District, Odisha, stands as a small yet significant village in the region. Located 21 km west of Bhadrak's district headquarters and 12 km from Bhandaripokhari, Solapur plays a crucial role as it straddles the border between Bhadrak and Jaja...",Throughout the year,3118.42
Mangalajodi,odisha,Adventure,3.4,"Nestled on the northern banks of Chilika Lake in Odisha, Mangalajodi stands as a remarkable example of community-owned and managed wildlife conservation through ecotourism. Recognized as 'The Bird’s Paradise,' this village is a haven for avian enthusiasts, drawing over 300,000 birds, especially duri...",Throughout the year,3797.06
Nalbana Bird Sanctuary,odisha,Adventure,4.3,"Nalbana Bird Sanctuary is situated on the Nalbana Island in Odisha, which is a part of the Chilika Lake- India’s largest brackish water lagoon. It is known for the large green spaces of land that are the refuge points of several migratory birds that flock here every year during the winter season. Fo...",Throughout the year,3797.06
Raghurajpur Artist Village,odisha,Historical,4.3,"Raghurajpur village is a heritage crafts village near Puri, known for Pattachitra paintings, as well as other art forms like palm leaf paintings, wood and stone carvings, papier mache, masks, coconut crafts, and Gotipua folk dance, the predecessor of classical Odissi dance style. The village is also...","March to June, September to November",3118.42
Amritsar,punjab,Religious,4.3,"Amritsar, colloquially known as Ambarsar, is a city steeped in history and spirituality. It stands as a prominent cultural and religious hub in the heart of Punjab, as the second largest city of India. The city is most renowned for the Golden Temple, the holiest shrine in Sikhism. The resplende...",Throughout the year,3455.04
Patiala,punjab,Historical,4.1,"The fourth-largest city in the state of Punjab, Patiala is nestled in the southeast of the golden land. Patiala has strong historical and cultural roots, surrounded by architectural marvels and cultural heritage along with being a preferred destination for exploring the core traditions of Punjab. Pa...","March to June, September to December",2413.32
Ludhiana,punjab,Historical,4.3,"Situated on the banks of river Sutlej, Ludhiana, Punjab’s largest city, is one of the biggest manufacturing hubs in India. Also known as Manchester of India, Ludhiana is famous for its hosiery industries, the ancient ruins of the Lodi dynasty and the war museum.","April to June, September to November",2798.93
Sirhind,punjab,Religious,4.4,"Sirhind Fatehgarh is a city in Punjab that is famous for its rich history and the religious significance it has for the Sikh community. Also called Gurumaari, this city has been inhabited for a long time and the multiple historic structures that stand tall till today are a testament to that.",April to November,3229.855
Jalandhar,punjab,Historical,4.1,The city of Jalandhar is the true personification of the rich heritage and history of Punjab - a culmination of the old and the new. This historic city was a part of the illustrious Indus Valley Civilisation. Present day Jalandhar has grown to be an important commercial and industrial hub and is als...,Throughout the year,3033.74
Anandpur Sahib,punjab,Religious,4.1,"Anandpur-Sahib is located in the Rupnagar District of Punjab, close to the Pakistani border. It is one of the holiest places for Sikhs as the Khalsa Panth was founded here. The site where this sacred event took place has been commemorated by the construction of a Gurudwara.",Throughout the year,6321.82
Harike Wetland,punjab,Adventure,4.4,"Considered to be the largest man-made wetland in northern India, Harike Wetland, also known as ‘Hari - ke - Pattan’ is situated on the border of Tarn Taran Sahib district. Sprawling over 4100 hectares of land area, the wetland is spread over Amritsar, Kapurthala and Ferozepur in Punjab. The highligh...",Mid November to Mid June,3797.06
Pathankot,punjab,Historical,4.1,"Pathankot is a city located in Punjab, bordered by Pakistan on the west in the foothills of Kangra and Dalhousie. With the river Chakki passing by, Pathankot is located at the meeting point of Jammu & Kashmir, Punjab and Himachal Pradesh. It is best known for its serene green beauty an...","April to June, September to December",3118.42
Gurudwara Ber Sahib,punjab,Religious,3.8,"Located in the city of Sultanpur Lodhi in Punjab is Gurudwara Ber Sahib where Sri Guru Nanak Dev Ji spent a good part of his life. Sultanpur Lodhi is where Guru Nanak Dev Ji got married to Bibi Sulakhani and gave birth to their 2 sons, Sri Chand and Lakshmi Das in 1494 AD and 1497 AD respectively.","April to June, October to November",3229.855
Bathinda,punjab,Historical,3.8,"One of the oldest cities of Punjab, Bathinda, formerly spelt as Bhatinda, is famous as a historical and religious centre dating back to 7000 BC.",Throughout the year,3118.42
Ropar Wetlands,punjab,Adventure,4.1,"Situated in the lower Himalayan Shivalik range, and 50 km away from Anandpur Sahib, this ecological zone is a human-made wetland that was created in 1952. This reserve spreads over 1365 hectares and is home to at least nine different species of mammals, 35 different kinds of fish, nine species of ar...",October to June,3797.06
Rural Olympics at Qila Raipur,punjab,Adventure,4.1,"Home to one of the quirkiest festivals you will come around anywhere in the world - Rural Olympics, Kila Raipur is an amazing village whose love for sports and recreation is unmatched anywhere else in the country. The small village is located just 15 km from the city of Ludhiana in Punjab and is lik...",May to October,3797.06
Jaipur,rajasthan,Historical,4.0,"Jaipur, the capital city of Rajasthan, stands as a jewel in the crown of the Golden Triangle, alongside Delhi and Agra. This enchanting city, often referred to as the ""Pink City,"" owes its nickname to the terracotta-pink hue that adorns many of its buildings. The Pink City is a testament to the roya...",October to June,7789.78
